RM,unit,Branch, December , 12th jan , 19th jan , 26th jan , January , WK1 FEB , WK1 FEB2 , WK1 FEB3 , WK1 FEB4 , WK1 mar 
RM 1,Branch Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 1,Branch Banking,Milimani,10584,10584,10584,90163,89563,18477,18477,18477,17877,17877
RM 6,Institutional Banking,Milimani,25587,2543,2572,2572,1565,1560,1550,1558,577,579
RM 1,Branch Banking,Milimani,12979,12979,12979,12979,12379,12379,43638,14772,14172,12782
RM 5,Corporate Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 2,Branch Banking,Mombasa,    ,    ,4995,2343260,1186970,140,140,140,    ,    
RM 5,Corporate Banking,Milimani,685614,521334,731334,539607,501365,322701,309501,309501,271459,92795
RM 1,Branch Banking,Milimani,182087,182101,182287,182287,    ,    ,    ,    ,    ,    
RM 1,Branch Banking,Milimani,168,168,168,368,1368,2158,2958,4458,4458,17248
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 1,Branch Banking,Eldoret,997,98928,108928,43860,43860,46794,46794,34725,34725,14593
RM 1,Branch Banking,Milimani,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249
RM 3,Branch Banking,Eldoret,538,538,538,538,538,538,538,538,538,538
RM 13,Branch Banking,Industrial Area,20466,20466,20466,20466,20466,20466,23466,23466,17056,14461
RM 1,Branch Banking,Milimani,9996,32,6032,6032,7320,5122,56,56,    ,15498
RM 13,Branch Banking,Industrial Area,5,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,15669,15669,15669,15669,15669,15669,15669,15669,19869,866
RM 3,Branch Banking,Eldoret,24140,26540,26540,26540,26540,28940,28940,28940,28940,28940
RM 3,Branch Banking,Eldoret,34,34,34,34,    ,    ,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,1011,1011,1011,1011,1011,1011,1011,1011,1011,1011
RM 3,Branch Banking,Eldoret,46,46,46,46,    ,    ,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,1506,1506,1506,1506,1506,1506,1506,1506,1506,1506
RM 1,Branch Banking,Milimani,    ,3,3,3,    ,29823,7,7,    ,    
RM 3,Branch Banking,Eldoret,204,204,204,204,204,204,204,204,204,204
RM 1,Branch Banking,Milimani,38,35038,25084,18,    ,    ,20006,20006,19646,20096
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,307,    ,    ,    ,    
RM 1,Branch Banking,Milimani,46,46,46,46,    ,    ,    ,    ,    ,    
RM 5,Corporate Banking,Milimani,83583834,83583834,87658284,87658284,87657684,83582634,83582634,83582634,83582034,83582034
RM 2,Branch Banking,Mombasa,8500000,5000000,5000000,5000000,5000000,5000000,5000000,5000000,5032661,5032661
RM 5,Corporate Banking,Milimani,13711138,13711138,13958025,13958025,13957024,13957024,13957024,13957024,13956424,13956424
RM 5,Corporate Banking,Milimani,7489440,7489440,7489440,7489440,7488840,7488840,7488840,7488840,7488240,7488240
RM 2,Branch Banking,Mombasa,1248308,1248308,1248308,1248308,1247708,1247708,1247708,1247708,1247108,1247108
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 7,Corporate Sales,Milimani,2638064,634879,17978976,15499797,2692158,311029,183581,    ,    ,20008
RM 1,Branch Banking,Milimani,5404881,623530,824915,6228386,5596657,5477841,494121,280116,277126,24008490
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 5,Corporate Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 2,Branch Banking,Mombasa,724159,744159,744157,744157,744157,761359,766359,766359,783562,773559
RM 5,Corporate Banking,Milimani,2400000,2400000,2400000,2400000,2400000,2400000,2400000,2400000,2400000,2400000
RM 1,Branch Banking,Milimani,3271320,3324012,3159760,3159760,3730199,3717176,3694386,3711590,3711590,3807507
RM 5,Corporate Banking,Milimani,5531,5531,5531,5531,4931,4931,4931,4931,4331,4331
RM 13,Branch Banking,Industrial Area,104707,1054092,1054092,1054092,1054092,1054092,1054092,1054092,1054092,1054092
RM 1,Branch Banking,Milimani,18882,18882,18882,18882,18282,18282,18282,18282,17682,17682
RM 9,Corporate Banking,Milimani,28221,59368,41368,92348,84335,70701,149571,51591,32625,10025
RM 5,Corporate Banking,Milimani,1483,1483,3417,4917,4317,304317,138277,138277,137677,137677
RM 3,Branch Banking,Eldoret,1833,1833,1833,1833,1233,1233,1233,1233,633,633
RM 3,Branch Banking,Eldoret,45697,124945,50337,45335,81835,142735,144832,15325,34325,154377
RM 13,Branch Banking,Industrial Area,838,838,5022,5021,955,955,955,955,955,955
RM 1,Branch Banking,Milimani,174,31174,20108,505,325,325,325,325,    ,    
RM 6,Institutional Banking,Milimani,179,179,179,179,    ,    ,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010
RM 3,Branch Banking,Eldoret,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022
RM 13,Branch Banking,Industrial Area,531,531,531,531,531,531,531,531,531,531
RM 2,Branch Banking,Mombasa,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 13,Branch Banking,Industrial Area,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 2,Branch Banking,Mombasa,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 1,Branch Banking,Milimani,102639,112016,101950,100647,100647,100005,120741,101306,1000946,100531
RM 5,Corporate Banking,Milimani,576444,631855,758840,758840,333971,617798,768005,506756,506143,156674
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 1,Branch Banking,Milimani,90262,268165,256116,288278,253016,228281,223198,285469,247625,218188
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 5,Corporate Banking,Milimani,24235685,24722759,24985766,24985766,24855100,24521790,24965105,25035827,23784232,23417937
RM 6,Institutional Banking,Milimani,10415726,10415726,10415726,10415726,10415726,10415726,10415726,10627722,10627722,10627722
RM 1,Branch Banking,Milimani,563619,651855,636723,636723,626657,591025,583959,551761,511629,471497
RM 3,Branch Banking,Eldoret,100896,98691,48688,48688,48688,686,686,686,50686,683
RM 13,Branch Banking,Industrial Area,26290,26290,6287,6287,6287,6287,6287,12287,17287,17287
RM 3,Branch Banking,Eldoret,508,508,508,508,508,508,508,508,508,508
RM 1,Branch Banking,Milimani,56,924,1208,1208,678,112,1270,1270,410,    
RM 5,Corporate Banking,Milimani,5043,5043,5043,5043,5043,5043,5043,5043,5043,5043
RM 3,Branch Banking,Eldoret,344,212,    ,    ,    ,    ,    ,    ,    ,    
RM 1,Branch Banking,Eldoret,44,44,44,44,    ,    ,    ,    ,    ,    
RM 1,Branch Banking,Milimani,1006,1006,1006,1006,1006,3811,1006,1006,1006,1006
RM 2,Branch Banking,Mombasa,507,507,507,507,507,507,507,507,507,507
RM 1,Branch Banking,Eldoret,673,673,673,673,673,673,673,673,673,673
RM 3,Branch Banking,Eldoret,560,560,560,560,560,560,560,560,560,560
RM 3,Branch Banking,Eldoret,471,471,471,471,291,291,291,291,    ,    
RM 1,Branch Banking,Milimani,373,373,373,373,193,59105,500,500,140,140
RM 1,Branch Banking,Milimani,6,38074,7044,4,    ,    ,60433,4091,    ,    
RM 7,Corporate Sales,Milimani,33446650,1220018,842318,255818,154702,154702,154702,154702,154102,154102
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 1,Branch Banking,Milimani,    ,    ,    ,    ,    ,100000,256,256,    ,    
RM 1,Branch Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 9,Corporate Banking,Milimani,10699,112099,73699,46399,43223,23423,79473,41373,36680,13880
RM 5,Corporate Banking,Milimani,308904,174827,200827,236827,284351,132774,189274,290274,326474,54562
RM 5,Corporate Banking,Milimani,    ,    ,    ,    ,    ,1027784,2292,2292,1332,21907
RM 1,Branch Banking,Eldoret,6530,4530,2530,2530,1930,1930,1930,1930,1330,1330
RM 3,Branch Banking,Eldoret,59379,59379,59379,59379,58779,58779,58779,58779,58179,1344322
RM 1,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,476190
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 13,Branch Banking,Industrial Area,8265923,3725923,3725923,1088139,1087539,1087539,1087539,1087539,1086939,1086939
RM 13,Branch Banking,Industrial Area,2730194,2730194,2730194,8055205,5339605,8044845,6594845,3326885,3326285,2371035
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 2,Branch Banking,Mombasa,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 9,Corporate Banking,Milimani,8587,8591,8599,8594,10196,10196,6130,98,    ,    
RM 5,Corporate Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 5,Corporate Banking,Milimani,    ,52,97,3310,    ,2,25,1904,    ,705
RM 5,Corporate Banking,Milimani,88322,1000,1000,1000,1000,400,193258,193258,192298,192298
RM 9,Corporate Banking,Milimani,10190,10190,10190,10190,9590,9590,9590,9590,8990,8990
RM 9,Corporate Banking,Milimani,153595,103467,82343,82338,15874,12808,1510,444,    ,    
RM 9,Corporate Banking,Milimani,3553,3553,3553,3553,2953,2953,2953,2953,2353,2353
RM 2,Branch Banking,Mombasa,    ,    ,    ,    ,    ,    ,122869,271,    ,    
RM 3,Branch Banking,Eldoret,    ,    ,806,4,    ,    ,    ,124,    ,    
RM 3,Branch Banking,Eldoret,    ,    ,    ,256,    ,    ,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,    ,    ,    ,6841,    ,    ,    ,10005,912,6224
RM 2,Branch Banking,Mombasa,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 1,Branch Banking,Milimani,1074817,1074817,1074817,1074817,1074817,1074817,1074817,1074817,1074817,1074817
RM 1,Branch Banking,Milimani,    ,4771,10085,6435,6255,23,6368,2802,    ,    
RM 1,Branch Banking,Milimani,0,0,0,0,    ,    ,0,0,    ,    
RM 1,Branch Banking,Milimani,568,568,568,568,568,568,568,568,568,568
RM 1,Branch Banking,Milimani,41,5029,11,11,    ,    ,11583,19,    ,    
RM 1,Branch Banking,Milimani,4,4,4,4,    ,    ,    ,    ,    ,    
RM 1,Branch Banking,Milimani,10,23,6,6,    ,    ,65,65,    ,    
RM 1,Branch Banking,Milimani,3,20071,19,0,    ,    ,8,2,    ,    
RM 1,Branch Banking,Milimani,549095,549095,549095,449095,448495,448495,448495,448495,447895,447895
RM 13,Branch Banking,Industrial Area,32705,32705,32705,32705,32105,32105,2105,2105,1505,1505
RM 13,Branch Banking,Industrial Area,54585,54585,54585,54585,53985,53985,53985,53985,53385,53385
RM 13,Branch Banking,Industrial Area,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 6,Institutional Banking,Milimani,86,40086,45088,35578,25852,6002,72,27022,17506,3901
RM 5,Corporate Banking,Milimani,17072,19482,21130,17498,17498,10432,27839,21575,14443,10311
RM 5,Corporate Banking,Milimani,1,1,1,1,    ,    ,    ,    ,    ,    
RM 5,Corporate Banking,Milimani,25,2485,41,41,    ,    ,14789,91,    ,    
RM 5,Corporate Banking,Milimani,175470,146288,143722,143722,141456,138390,138390,138390,132758,131492
RM 5,Corporate Banking,Milimani,22,26,41,41,    ,    ,11,11,    ,    
RM 5,Corporate Banking,Milimani,1,253,133,13,    ,    ,8017,1053,    ,    
RM 5,Corporate Banking,Milimani,11,29,34,34,    ,    ,1,1,    ,    
RM 1,Branch Banking,Milimani,2026,2026,2026,2026,2026,2026,2026,2026,2026,7026
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 1,Branch Banking,Milimani,663743,663743,663743,663743,663743,663743,663743,663743,663743,463743
RM 1,Branch Banking,Milimani,4764,2111024,2111024,2111024,2111024,2227085,4117284,4117284,4117284,4117284
RM 1,Branch Banking,Milimani,0,0,0,0,    ,    ,    ,    ,    ,    
RM 1,Branch Banking,Milimani,    ,    ,    ,    ,    ,79608,500,500,140,140
RM 1,Branch Banking,Milimani,    ,    ,    ,    ,    ,79467,500,500,140,140
RM 1,Branch Banking,Milimani,    ,    ,    ,    ,    ,69040,500,500,140,30179
RM 1,Branch Banking,Milimani,    ,    ,    ,    ,    ,65310,500,500,140,140
RM 1,Branch Banking,Milimani,    ,    ,    ,    ,    ,52071,500,500,1140,1140
RM 1,Branch Banking,Milimani,    ,    ,    ,    ,    ,49915,500,500,140,140
RM 1,Branch Banking,Milimani,    ,    ,    ,    ,    ,49915,500,1500,1140,1140
RM 1,Branch Banking,Milimani,    ,    ,    ,    ,    ,41900,500,1500,1140,1140
RM 1,Branch Banking,Milimani,    ,    ,    ,    ,    ,31881,500,500,140,140
RM 1,Branch Banking,Milimani,    ,    ,    ,    ,    ,19858,500,500,140,140
RM 1,Branch Banking,Milimani,    ,    ,    ,    ,    ,19858,500,500,140,140
RM 1,Branch Banking,Milimani,    ,    ,    ,    ,    ,19856,500,500,140,140
RM 1,Branch Banking,Milimani,    ,    ,    ,    ,    ,17838,500,500,140,140
RM 1,Branch Banking,Milimani,    ,    ,    ,    ,    ,11843,1480,1480,1120,1120
RM 3,Branch Banking,Eldoret,3730,9730,9730,9730,7727,10225,10225,10225,8722,14602
RM 3,Branch Banking,Eldoret,495,492,492,492,312,310,310,310,    ,327
RM 3,Branch Banking,Eldoret,5035,5035,5035,5035,5035,5035,5035,5035,5035,5035
RM 3,Branch Banking,Eldoret,875,32404,358,2202,    ,6418,18,1266,1000,112
RM 1,Branch Banking,Milimani,207,207,207,207,207,207,207,207,207,707
RM 1,Branch Banking,Milimani,4051,4051,4051,4051,4051,4051,4051,4051,4051,5051
RM 1,Branch Banking,Milimani,506,506,506,506,506,506,506,506,506,506
RM 1,Branch Banking,Milimani,14636,16636,16636,16636,16636,16636,18636,18636,18636,18636
RM 6,Institutional Banking,Milimani,4,4,4,4,    ,    ,    ,    ,    ,    
RM 2,Branch Banking,Mombasa,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 6,Institutional Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 6,Institutional Banking,Milimani,829030,1031030,1146730,1288730,1326010,1371010,1463210,1478210,1477610,1506310
RM 5,Corporate Banking,Milimani,732578,654550,538852,43186,19702,3545,3545,479,    ,    
RM 13,Branch Banking,Industrial Area,10003657,10002529,10000463,10001000,10001000,10001000,10000234,10000234,10001000,10001000
RM 3,Branch Banking,Eldoret,7843,18622,8886,14061,1622,5274,3213,4859,3899,3899
RM 1,Branch Banking,Milimani,4783407,4783407,4783407,4783407,4784048,4784048,4784048,4784048,4785446,4785446
RM 3,Branch Banking,Eldoret,272358,272358,272358,272358,271758,271758,271758,271758,271158,271158
RM 9,Corporate Banking,Milimani,652,652,652,652,652,90823,652,2252,2252,2252
RM 2,Branch Banking,Mombasa,2184711,1684711,1631035,1641627,1641627,1587951,1537885,1536985,1547240,1463564
RM 1,Branch Banking,Milimani,137,137,137,137,    ,38840,500,500,140,140
RM 1,Branch Banking,Milimani,1240,1240,1240,1240,1240,25286,1240,1240,1240,1240
RM 1,Branch Banking,Milimani,664,664,664,664,664,30721,664,664,664,664
RM 1,Branch Banking,Milimani,48,48,48,48,    ,8544,500,62,    ,    
RM 1,Branch Banking,Milimani,15,15,15,15,    ,7850,1500,1500,1140,1140
RM 5,Corporate Banking,Milimani,942,942,942,942,942,942,942,942,942,942
RM 2,Branch Banking,Mombasa,1626516,1069516,1069516,1069516,1069516,1069516,1069516,1069516,1069516,1069516
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 1,Branch Banking,Milimani,11265354,10935354,10935354,10935354,5094754,2844664,1979794,1224794,1067182,502182
RM 3,Branch Banking,Eldoret,134397,134397,134397,134397,134397,134397,134397,134397,134397,134397
RM 1,Branch Banking,Milimani,581355,583168,319519,127919,444565,472791,394990,391041,1824601,401412
RM 9,Corporate Banking,Milimani,3330864,3330864,3208370,3208370,3207770,3207770,3001000,3001000,3001000,3383269
RM 7,Corporate Sales,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 5,Corporate Banking,Milimani,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000
RM 1,Branch Banking,Milimani,    ,    ,    ,941,761,18795,761,761,761,761
RM 1,Branch Banking,Milimani,1799,1799,1799,1799,1799,17829,1799,1799,1799,1799
RM 3,Branch Banking,Eldoret,8861,3795,163,163,    ,30231,22999,17933,15041,10209
RM 8 ,Corporate Sales,Milimani,    ,    ,    ,100000,    ,    ,    ,    ,    ,196
RM 3,Branch Banking,Eldoret,86,86,86,86,86,86,86,86,86,86
RM 3,Branch Banking,Eldoret,25026,223,    ,    ,    ,7946,528,528,168,2
RM 1,Branch Banking,Milimani,1916,850,850,284,284,284,284,284,1218,1218
RM 3,Branch Banking,Eldoret,1180,1180,1180,1180,1180,1180,1180,1180,1180,1180
RM 1,Branch Banking,Milimani,5,5,5,5,5,5,5,5,5,5
RM 2,Branch Banking,Mombasa,14581,14581,14581,14581,14581,14581,14581,14581,15581,15581
RM 1,Branch Banking,Milimani,18450,1050,1050,1050,1050,1050,1050,1050,1050,1050
RM 1,Branch Banking,Milimani,41,41,41,41,    ,    ,    ,    ,    ,    
RM 2,Branch Banking,Mombasa,20006,31,6,6,6,6,6,6,10006,40
RM 6,Institutional Banking,Milimani,    ,    ,    ,    ,10981,15,15,15,    ,    
RM 1,Branch Banking,Milimani,20,20,20,20,    ,    ,    ,    ,    ,    
RM 13,Branch Banking,Industrial Area,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 1,Branch Banking,Milimani,123605,66905,78905,58905,73305,66605,63605,63605,83981,85381
RM 2,Branch Banking,Mombasa,1070,1070,1070,1070,110,110,110,110,    ,    
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 9,Corporate Banking,Milimani,    ,    ,    ,    ,6909,    ,16817,2,11589,1295
RM 1,Branch Banking,Milimani,1658105,1668268,1668268,1668268,1668268,1687254,1687254,1687254,1787254,1895977
RM 5,Corporate Banking,Milimani,114113,73981,73981,73981,53915,8783,52956,2890,2890,2890
RM 13,Branch Banking,Industrial Area,69818,69818,69818,69818,69818,69818,69818,69818,69818,69818
RM 1,Branch Banking,Milimani,217506,3,3,18003,20003,58803,150003,199403,6401,6401
RM 1,Branch Banking,Milimani,21541,6539,2534,6534,6534,6534,5031,3529,3529,3529
RM 2,Branch Banking,Mombasa,2120784,2132397,2132397,2132397,2132397,2139580,2105617,2069775,2067770,2079104
RM 3,Branch Banking,Eldoret,251621,137791,80159,59593,59593,163461,67895,50263,50263,10197
RM 1,Branch Banking,Milimani,400256,388860,380964,351620,349388,197136,153442,143260,330334,302370
RM 5,Corporate Banking,Milimani,162,27030,6832,2000,    ,104788,12524,28,    ,    
RM 5,Corporate Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,30,1,1,1,    ,10,10,10,    ,    
RM 1,Branch Banking,Milimani,249,249,249,249,69,69,69,69,    ,    
RM 5,Corporate Banking,Milimani,38,53140,42008,40042,    ,    ,63409,43,    ,    
RM 5,Corporate Banking,Milimani,1167,1,10555,10555,8909,6977,9787,3721,1589,23
RM 5,Corporate Banking,Milimani,26,26,26,26,    ,    ,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,4948,43,43,43,    ,630,28,28,    ,    
RM 5,Corporate Banking,Milimani,8,458,72,72,    ,    ,76,76,    ,    
RM 5,Corporate Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 5,Corporate Banking,Milimani,30,30,30,30,    ,    ,    ,    ,    ,    
RM 1,Branch Banking,Milimani,8635,8635,9335,9335,9335,11675,11675,11675,11675,11675
RM 5,Corporate Banking,Milimani,    ,8883,    ,    ,    ,    ,866,114,    ,    
RM 1,Branch Banking,Milimani,13,13,    ,88,    ,192,4,172,    ,202
RM 3,Branch Banking,Eldoret,    ,221,221,10225,6317,    ,    ,    ,    ,    
RM 5,Corporate Banking,Milimani,473,473,473,473,293,293,293,293,    ,    
RM 5,Corporate Banking,Milimani,75,1,35,35,    ,    ,9,9,    ,    
RM 5,Corporate Banking,Milimani,7,457,1,1,    ,    ,43,43,    ,    
RM 5,Corporate Banking,Milimani,8,2,1,1,    ,    ,5,5,    ,    
RM 5,Corporate Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 5,Corporate Banking,Milimani,0,14,14,14,    ,12548,2,2,    ,    
RM 5,Corporate Banking,Milimani,    ,0,4,4,    ,    ,18,18,    ,    
RM 5,Corporate Banking,Milimani,1,11,11,11,    ,    ,58,58,    ,    
RM 5,Corporate Banking,Milimani,0,4,    ,    ,    ,    ,0,0,    ,    
RM 8 ,Corporate Sales,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 6,Institutional Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,15000000
RM 6,Institutional Banking,Milimani,5000000,5000000,5000000,5000000,5000000,5000000,5000000,5000000,5000000,5000000
RM 1,Branch Banking,Milimani,10829271,10829271,10578671,10578671,10578671,10465605,10465605,10465605,10465605,10465605
RM 1,Branch Banking,Milimani,520,520,520,520,520,59871,520,2120,2120,2120
RM 1,Branch Banking,Milimani,    ,    ,    ,    ,    ,19858,500,500,140,140
RM 2,Branch Banking,Mombasa,899,899,899,899,899,899,899,899,899,899
RM 1,Branch Banking,Milimani,0,0,0,0,0,0,0,0,0,0
RM 8,Corporate Sales,Milimani,3860668,4032668,4158668,4306368,4034537,4407537,4546537,4695535,4423704,4478704
RM 13,Branch Banking,Industrial Area,10128,14374,1374,291474,5544,95544,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 5,Corporate Banking,Milimani,4690927,4690927,4690927,4690927,4690927,4690927,4690927,4690927,4690927,4690927
RM 1,Branch Banking,Milimani,599937,599937,599937,599937,599337,471737,471737,471737,471137,471137
RM 10,Retail Banking,Milimani,237718,237718,237718,237718,237118,237118,237118,237118,236518,236518
RM 9,Corporate Banking,Milimani,75686,63086,61286,81734,37934,31334,28454,26654,9314,7514
RM 1,Branch Banking,Milimani,100995,100995,100995,100995,100995,117025,40863,40863,30797,731
RM 5,Corporate Banking,Milimani,8604,9604,9604,9604,9604,9604,9604,1604,1604,9804
RM 3,Branch Banking,Eldoret,181526,180460,160262,147064,140932,124668,92536,47404,32272,12074
RM 3,Branch Banking,Eldoret,15035,5033,5033,5033,5033,5033,5033,5033,5033,5033
RM 3,Branch Banking,Eldoret,493,493,493,493,313,313,313,313,    ,    
RM 6,Institutional Banking,Milimani,32615,23453,23453,255,75,75,75,75,    ,    
RM 3,Branch Banking,Eldoret,6429,6429,6429,6429,6429,6429,6429,6429,6429,6429
RM 5,Corporate Banking,Milimani,25049380,33939254,33939254,33939254,33980467,39200979,39200979,39200979,39200979,39402004
RM 1,Branch Banking,Milimani,185,785,685,1085,805,702,702,1700,1200,1697
RM 13,Branch Banking,Industrial Area,502277,640241,618726,502776,501232,496166,590106,576716,350518,319204
RM 7,Corporate Sales,Milimani,504,504,504,504,504,904,904,904,904,904
RM 3,Branch Banking,Eldoret,4,4,4,4,    ,    ,    ,    ,    ,    
RM 8,Corporate Sales,Milimani,994153,994153,994153,994153,993553,993553,993553,993553,992953,992953
RM 3,Branch Banking,Eldoret,30472,32872,51372,59072,68332,61832,57632,53332,57628,29628
RM 1,Branch Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 5,Corporate Banking,Milimani,27,27,27,27,    ,    ,    ,    ,    ,    
RM 1,Branch Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,1239,998
RM 2,Branch Banking,Mombasa,4666,4666,4666,4666,4666,4666,4666,4666,4666,4666
RM 5,Corporate Banking,Milimani,22,1248,1248,1248,1068,472,74,74,    ,    
RM 5,Corporate Banking,Milimani,0,0,0,0,    ,    ,    ,    ,    ,    
RM 6,Institutional Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 2,Branch Banking,Mombasa,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 2,Branch Banking,Mombasa,4913069,4537673,3252691,2496376,2495776,2771327,6154631,4946796,4044906,4623824
RM 1,Branch Banking,Milimani,36,36,36,36,    ,    ,    ,    ,    ,    
RM 1,Branch Banking,Milimani,345,345,345,345,165,165,165,165,    ,    
RM 1,Branch Banking,Milimani,16065,16079,16264,16264,15645,15591,15495,15577,14964,15029
RM 1,Branch Banking,Milimani,16065,16079,16264,16264,15645,15591,15495,15577,14964,15029
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 7,Corporate Sales,Milimani,1001821,1371818,1281816,1281816,1281816,1221813,1221813,1221813,1221813,1167276
RM 2,Branch Banking,Mombasa,7475,81887,81887,81887,81287,90406,20340,20340,19740,26361
RM 3,Branch Banking,Eldoret,302,682,4682,5282,4536,1626,1626,1025,1025,1025
RM 1,Branch Banking,Milimani,6640,6640,6640,6640,6040,6040,6040,6040,5440,5440
RM 1,Branch Banking,Milimani,5140,5140,5140,5140,4540,654540,654540,654540,653940,653940
RM 1,Branch Banking,Milimani,5276,5281,5341,5341,345,343,341,343,    ,    
RM 5,Corporate Banking,Milimani,20028,43988,36922,30056,30056,5028,74423,55791,55791,50959
RM 5,Corporate Banking,Milimani,241263,528808,700058,736558,780470,577020,571755,681055,720349,464509
RM 2,Branch Banking,Mombasa,198665,291793,275482,215477,215475,199952,499036,499817,349812,240455
RM 13,Branch Banking,Industrial Area,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 13,Branch Banking,Industrial Area,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 13,Branch Banking,Industrial Area,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 13,Branch Banking,Industrial Area,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 13,Branch Banking,Industrial Area,562,562,562,562,562,562,562,562,562,562
RM 3,Branch Banking,Eldoret,10,10,10,10,    ,    ,    ,    ,    ,470
RM 1,Branch Banking,Milimani,584720,584720,584720,584720,584120,584120,584120,584120,583520,583520
RM 8 ,Corporate Sales,Milimani,555005,268772,1021194,1401727,1400575,1476521,768142,329543,353930,230270
RM 1,Branch Banking,Milimani,28500,28500,28500,28500,28500,28500,28500,28500,28500,28500
RM 3,Branch Banking,Eldoret,296752,284749,284749,284749,284749,284749,277247,256244,256244,247742
RM 1,Branch Banking,Milimani,5031,5031,5031,5031,5031,5031,5031,5031,5031,211677
RM 3,Branch Banking,Eldoret,10,10,10,10,    ,    ,    ,    ,    ,    
RM 8,Corporate Sales,Milimani,1846826,1848459,1869687,1869687,1869068,1862539,1851112,1860906,1860293,1868452
